,name,skills,ratings,level
93,Machine Learning Foundations for Product Managers," Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression, Applied Machine Learning, Data Analysis, Data Mining, Deep Learning, Algorithms, Data Science",4.6,Beginner Â· Course Â· 1 - 3 Months
94,SQL for Data Science," Critical Thinking, Data Analysis, Data Management, Database Administration, Database Design, Databases, Problem Solving, SQL, Business Analysis, Data Model",4.6,Beginner Â· Course Â· 1 - 4 Weeks
95,Microsoft Azure AI Fundamentals AI-900 Exam Prep," Machine Learning, Microsoft Azure, Machine Learning Software, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Computer Vision, Algorithms, Training, Cloud Computing, Human Computer Interaction, Regression",4.6,Beginner Â· Specialization Â· 3 - 6 Months
96,SAS Programmer," SAS (Software), Data Analysis, Statistical Programming, Data Analysis Software, Computer Programming, Statistical Analysis, Programming Principles, Data Structures, Exploratory Data Analysis, Data Management, Databases, SQL, Process Analysis, Problem Solving",4.8,Beginner Â· Professional Certificate Â· 3 - 6 Months
97,Pre-MBA Statistics," Data Analysis, Data Science, General Statistics",4.5,Beginner Â· Course Â· 1 - 3 Months
98,Machine Learning for Trading," Financial Analysis, Machine Learning, Finance, Investment Management, Algorithms, Financial Management, Leadership and Management, Market Analysis, Risk Management, Strategy, Applied Machine Learning, Machine Learning Algorithms, Deep Learning, Google Cloud Platform, Human Learning, Training, Cloud Computing, Reinforcement Learning, Python Programming",3.9,Intermediate Â· Specialization Â· 1 - 3 Months
99,Probabilistic Graphical Models," Bayesian Network, Probability & Statistics, General Statistics, Graph Theory, Probability Distribution, Bayesian Statistics, Markov Model, Correlation And Dependence, Machine Learning, Network Model, Decision Making, Human Learning, Algorithms",4.6,Advanced Â· Specialization Â· 3 - 6 Months
100,Harnessing the Power of Data with Power BI," Data Analysis, Extract, Transform, Load, Power BI",4.5,Beginner Â· Course Â· 1 - 4 Weeks
101,Data Visualization with Python," Python Programming, Computer Programming, Data Analysis, Data Visualization",4.5,Intermediate Â· Course Â· 1 - 3 Months
102,Rust Programming," Computer Programming, DevOps, Machine Learning, Python Programming, Software Testing, System Programming",4.2,Beginner Â· Specialization Â· 3 - 6 Months
103,Machine Learning Data Lifecycle in Production," Python Programming, Statistical Programming, Tensorflow, Exploratory Data Analysis, Feature Engineering, Machine Learning, Probability & Statistics",4.3,Advanced Â· Course Â· 1 - 4 Weeks
104,Data Science Foundations: Statistical Inference," Probability & Statistics, General Statistics, Probability Distribution, Estimation, Statistical Tests, Mathematics, Correlation And Dependence, Calculus",4.4,Intermediate Â· Specialization Â· 3 - 6 Months
105,Trustworthy Generative AI, Leadership and Management,4.8,Beginner Â· Course Â· 1 - 4 Weeks
106,Go Beyond the Numbers: Translate Data into Insights," Data Analysis, Data Visualization, Exploratory Data Analysis, Python Programming, Tableau Software",4.8,Advanced Â· Course Â· 1 - 3 Months
107,Convolutional Neural Networks in TensorFlow," Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",4.7,Intermediate Â· Course Â· 1 - 4 Weeks
108,The Path to Insights: Data Models and Pipelines," Data Management, Data Model, Extract, Transform, Load",4.7,Advanced Â· Course Â· 1 - 4 Weeks
109,Neuroscience and Neuroimaging," Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",4.6,Intermediate Â· Specialization Â· 3 - 6 Months
110,"Extract, Transform and Load Data in Power BI"," Data Analysis, Data Mining, Extract, Transform, Load, Power BI",4.5,Beginner Â· Course Â· 1 - 4 Weeks
111,Data Analysis and Visualization with Power BI," Data Analysis, Data Model, Data Visualization, Power BI",4.7,Beginner Â· Course Â· 1 - 3 Months
112,Statistics with Python," General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Plot (Graphics), Regression, Correlation And Dependence, Critical Thinking, Data Visualization, Exploratory Data Analysis, Computer Programming, Data Model, Bayesian Statistics",4.6,Beginner Â· Specialization Â· 1 - 3 Months
113,AI for Medical Diagnosis," Machine Learning, Artificial Neural Networks, Deep Learning, Python Programming, Statistical Programming",4.7,Intermediate Â· Course Â· 1 - 4 Weeks
114,Sports Performance Analytics," Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Computer Programming, Machine Learning Algorithms",4.5,Intermediate Â· Specialization Â· 3 - 6 Months
115,MLOps | Machine Learning Operations," Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming",4.1,Advanced Â· Specialization Â· 3 - 6 Months
116,Build Basic Generative Adversarial Networks (GANs)," Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning",4.7,Intermediate Â· Course Â· 1 - 4 Weeks
117,Introduction to Clinical Data," Data Analysis, Data Mining",4.7,Beginner Â· Course Â· 1 - 3 Months
118,Data Mining," Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Python Programming, Data Visualization Software",4.5,Intermediate Â· Specialization Â· 3 - 6 Months
119,IBM AI Enterprise Workflow," Machine Learning, Data Analysis, Exploratory Data Analysis, Human Learning, Data Visualization, Algorithms, Dimensionality Reduction, Feature Engineering, Natural Language Processing, Python Programming, Business Process Management, Data Management, Data Structures, Statistical Programming, Strategy and Operations, Apache, Artificial Neural Networks, Data Science, Docker (Software)",4.3,Advanced Â· Specialization Â· 3 - 6 Months
120,Mathematics for Machine Learning: Linear Algebra," Algebra, Linear Algebra, Mathematics, Python Programming, Computer Programming, Machine Learning Algorithms, Problem Solving, Algorithms, Applied Machine Learning, Computer Programming Tools",4.7,Beginner Â· Course Â· 1 - 3 Months
121,Microsoft Azure Developer Associate (AZ-204)," Microsoft Azure, Cloud Computing, Cloud Applications, Cloud Management, Cloud Platforms, Cloud Storage, Cloud Engineering, Cloud-Based Integration, Application Development, Computer Programming, Software Security, Web Development, Cloud API, Data Management, DevOps, System Security, Databases, Software Engineering, Computer Networking, Data Model, Store Management, Leadership and Management, Network Architecture, Network Security, Linux, Communication",4.5,Intermediate Â· Professional Certificate Â· 3 - 6 Months
122,"Sequences, Time Series and Prediction"," Machine Learning, Forecasting, Tensorflow, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Machine Learning Algorithms, Statistical Analysis, Statistical Machine Learning",4.7,Intermediate Â· Course Â· 1 - 4 Weeks
123,Introduction to Computer Vision and Image Processing," Computer Vision, Deep Learning, Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Visualization (Computer Graphics), Algorithms, Applied Machine Learning, Machine Learning Software, Python Programming, Computer Programming, Data Science",4.3,Beginner Â· Course Â· 1 - 3 Months
124,Exploratory Data Analysis for Machine Learning," Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Interactive Data Visualization, Machine Learning Algorithms",4.6,Intermediate Â· Course Â· 1 - 3 Months
125,Fundamentals of Machine Learning for Healthcare, Machine Learning,4.8,Beginner Â· Course Â· 1 - 3 Months
126,Executive Data Science," Data Analysis, Exploratory Data Analysis, Probability & Statistics, Data Management, Critical Thinking, General Statistics, Leadership and Management, Data Model, Decision Making, Experiment, Statistical Analysis, Data Analysis Software, Machine Learning, Statistical Visualization, Correlation And Dependence, Machine Learning Algorithms, Strategy and Operations, Human Resources, Talent Management, Communication, Human Learning, Statistical Machine Learning, Organizational Development, People Management",4.5,Beginner Â· Specialization Â· 1 - 3 Months
127,Natural Language Processing in TensorFlow," Machine Learning, Natural Language Processing, Deep Learning, Machine Learning Algorithms, Tensorflow, Python Programming, Computer Programming, Artificial Neural Networks, Machine Learning Software, Network Model",4.6,Intermediate Â· Course Â· 1 - 4 Weeks
128,Natural Language Processing with Probabilistic Models," Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning",4.7,Intermediate Â· Course Â· 1 - 4 Weeks
129,Machine Learning Modeling Pipelines in Production," Cloud Computing, Google Cloud Platform, Machine Learning",4.4,Advanced Â· Course Â· 1 - 3 Months
130,Big Data," Data Analysis, Big Data, Data Management, Databases, Exploratory Data Analysis, Machine Learning, Data Model, Data Analysis Software, Data Structures, Data Visualization, SQL, Data Mining, Distributed Computing Architecture, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Database Application, Machine Learning Algorithms, Leadership and Management, Cloud Computing, Database Theory, PostgreSQL, Statistical Visualization, Algorithms, Human Learning",4.5,Beginner Â· Specialization Â· 3 - 6 Months
131,Introduction to Deep Learning & Neural Networks with Keras," Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression",4.7,Intermediate Â· Course Â· 1 - 3 Months
