,course_name,skills,ratings,difficulty,certification_type
354,Fitting Statistical Models to Data with Python," General Statistics, Probability & Statistics, Regression, Statistical Analysis, Statistical Tests, Correlation And Dependence, Data Analysis, Plot (Graphics), Statistical Visualization, Data Model, Bayesian Statistics",4.4,Intermediate,Course
355,Microsoft Azure Machine Learning," Algorithms, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Microsoft Azure, Cloud Computing, Regression, Training",4.4,Beginner,Course
356,Text Mining and Analytics," Data Analysis, Data Mining, Natural Language Processing, Probability & Statistics, Machine Learning, Bayesian Statistics, General Statistics, Machine Learning Algorithms, Probability Distribution, Mathematical Theory & Analysis",4.5,Mixed,Course
357,TensorFlow on Google Cloud," Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms",4.4,Intermediate,Course
358,NLP: Twitter Sentiment Analysis," Machine Learning, Natural Language Processing, Python Programming",4.6,Beginner,Guided
359,Introduction to Deep Learning, Deep Learning,3.6,Intermediate,Course
360,Build a Data Science Web App with Streamlit and Python," Computer Programming, Data Visualization, Python Programming, Data Science, Web Development",4.6,Intermediate,Guided
361,Generative AI: Business Transformation and Career Growth, Business Transformation,4.7,Beginner,Course
362,Deep Learning for Healthcare,Not Available,2.9,Advanced,Specialization
363,Getting Started with Data Analytics on AWS," Cloud Computing, Data Analysis",4.5,Beginner,Course
364,Deep Learning Applications for Computer Vision," Computer Vision, Deep Learning, Machine Learning",4.6,Intermediate,Course
365,Exploratory Data Analysis," Computer Graphic Techniques, Computer Graphics, Data Analysis, Data Visualization, Exploratory Data Analysis, Interactive Data Visualization, Plot (Graphics), R Programming, Statistical Programming, Visualization (Computer Graphics)",4.7,Mixed,Course
366,Modern Regression Analysis in R," General Statistics, Statistical Analysis, Probability & Statistics, Regression, R Programming",4.5,Intermediate,Course
367,Command Line Tools for Genomic Data Science," Bioinformatics, Computer Programming, Data Analysis, Computer Programming Tools, Data Analysis Software, Exploratory Data Analysis, Operating Systems, Computational Thinking, Programming Principles, Problem Solving",4,Mixed,Course
368,A Crash Course in Data Science," Data Analysis, Exploratory Data Analysis, Data Analysis Software, Data Management, Machine Learning, Machine Learning Algorithms, Critical Thinking, Data Model, Probability & Statistics, Data Visualization, General Statistics, Human Learning, Leadership and Management",4.5,Beginner,Course
369,Python Essentials for MLOps," Applied Machine Learning, Computer Programming, Machine Learning, Python Programming",4.2,Intermediate,Course
370,Bayesian Statistics: Time Series Analysis," Mathematics, Bayesian Statistics, Forecasting, R Programming",4.5,Intermediate,Course
371,Data Analysis with Tableau,Not Available,4.1,Beginner,Course
372,SQL for Data Science Capstone Project," Data Analysis, Data Model, Exploratory Data Analysis, Python Programming, SQL",4.2,Intermediate,Course
373,Essential Design Principles for Tableau," Business Analysis, Business Intelligence, Data Visualization, Plot (Graphics), Statistical Visualization, Tableau Software",4.4,Beginner,Course
374,Linear Algebra: Linear Systems and Matrix Equations,Not Available,4.7,Beginner,Course
375,"DevOps, DataOps, MLOps"," Big Data, DevOps, Machine Learning",3.8,Advanced,Course
376,"Prepare, Clean, Transform, and Load Data using Power BI"," Data Analysis, Data Analysis Software, Extract, Transform, Load",4.6,Beginner,Guided
377,Practical SAS Programming and Certification Review," SAS (Software), Computer Programming, Data Analysis, Statistical Programming, Data Analysis Software, Programming Principles, Data Structures, Exploratory Data Analysis, Statistical Analysis, Data Management",4.9,Intermediate,Course
378,Hadoop Platform and Application Framework," Apache, Big Data, Distributed Computing Architecture, Data Management, Databases, Data Analysis, Data Analysis Software, Data Architecture, Database Application, Python Programming, Computer Programming",4,Mixed,Course
379,"Spark, Hadoop, and Snowflake for Data Engineering"," Big Data, Data Warehousing, Python Programming",3.5,Advanced,Course
380,Data Visualization and Communication with Tableau," Business Analysis, Data Analysis, Data Visualization Software, Tableau Software, Data Visualization",4.7,Mixed,Course
381,Data Science Fundamentals," Data Analysis, Machine Learning, Probability & Statistics, Regression, Data Model, Exploratory Data Analysis, General Statistics, Statistical Analysis, Business Analysis, Business Intelligence, Data Mining",4.3,Beginner,Specialization
382,Data-Driven Animation for Science Communication," Professional Development, Writing",4.8,Intermediate,Course
383,Data Visualization,Not Available,Not Available,Intermediate,Course
384,Data Analysis and Interpretation," Computer Programming, Data Analysis, Data Management, General Statistics, Human Learning, Leadership and Management, Machine Learning, Python Programming, Regression",4.4,Beginner,Specialization
385,Python Data Analytics," Data Analysis, Data Visualization, Python Programming",4.3,Beginner,Course
386,Bioconductor for Genomic Data Science," Bioinformatics, Data Analysis, Data Analysis Software, R Programming, Exploratory Data Analysis, General Statistics, Computer Programming",3.8,Mixed,Course
387,Excel Essentials and Beyond," Data Visualization, Microsoft Excel",Not Available,Beginner,Course
388,Machine Learning: Regression," Algorithms, Machine Learning, Regression, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Python Programming, Statistical Machine Learning, Mathematics, Data Analysis",4.8,Mixed,Course
389,How Google does Machine Learning," Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning, Cloud Computing, Machine Learning Software, Cloud Platforms, Deep Learning, Exploratory Data Analysis, Machine Learning Algorithms, Cloud API",4.6,Beginner,Course
390,Statistics in Psychological Research," Data Analysis, General Statistics",4.6,Beginner,Course
391,Visual Analytics with Tableau," Data Analysis, Data Analysis Software, Data Visualization, Statistical Visualization, Tableau Software",4.6,Beginner,Course
392,Making Data Science Work for Clinical Reporting," Leadership and Management, Agile Software Development, R Programming",Not Available,Intermediate,Course
393,Structured Query Language (SQL) using SAS," SAS (Software), SQL, Databases, Statistical Programming, Data Analysis, Data Management, Computer Programming",4.9,Mixed,Course
394,Principles of fMRI 1," Data Analysis, Probability & Statistics, Statistical Analysis, General Statistics, Research and Design, Data Visualization, Experiment, Process Analysis, Spatial Analysis, Spatial Data Analysis",4.6,Beginner,Course
395,Build and Operate Machine Learning Solutions with Azure," Cloud Computing, Python Programming, Machine Learning, Machine Learning Software, Microsoft Azure, Applied Machine Learning, Cloud Applications, Human Learning, Cloud Platforms, Machine Learning Algorithms",4.1,Intermediate,Course
396,Reinforcement Learning for Trading Strategies, Reinforcement Learning,3.6,Intermediate,Course
397,Supply Chain Software Tools," Data Analysis, Problem Solving",Not Available,Beginner,Course
398,Bayesian Statistics: Mixture Models," Bayesian Statistics, General Statistics, Probability & Statistics, Probability Distribution, Markov Model, R Programming",4.6,Intermediate,Course
399,Generative AI with Vertex AI: Build a customer chatbot, Python Programming,Not Available,Intermediate,Guided
400,Improving your statistical inferences," Probability & Statistics, Statistical Tests, General Statistics, R Programming, Statistical Programming, Bayesian Statistics",4.9,Intermediate,Course
401,COVID19 Data Analysis Using Python," Data Analysis, Python Programming, Computer Programming",4.5,Intermediate,Guided
402,Essential Causal Inference Techniques for Data Science, Regression,4.5,Beginner,Guided
403,Qlik Sense for Beginners: Analyze and Visualize Data," Data Analysis, Data Analysis Software, Data Visualization",4,Intermediate,Guided
404,GenAI For Business Analysis: Fine-Tuning LLMs," Machine Learning, Python Programming",Not Available,Intermediate,Guided
405,Microsoft Azure Databricks for Data Engineering," Data Architecture, Data Management, Extract, Transform, Load, Microsoft Azure, Distributed Computing Architecture, Big Data, Cloud Computing, Cloud Engineering, Cloud Storage, Data Warehousing, Python Programming",4.3,Intermediate,Course
406,Data Mining Pipeline," Data Mining, Data Warehousing",3.3,Intermediate,Course
407,Introduction to Neurohacking In R," Statistical Programming, R Programming, Data Management, Data Structures, Data Visualization, Visualization (Computer Graphics), Bioinformatics, Probability & Statistics, Extract, Transform, Load, Computer Programming",4.6,Intermediate,Course
408,Spatial Data Science and Applications," Data Analysis, Spatial Analysis, Spatial Data Analysis, Big Data, Data Visualization, Databases, Geovisualization, Data Management, Data Model, Data Visualization Software",4.4,Intermediate,Course
409,Data Engineering with Rust," Python Programming, Software Testing, System Programming",3.6,Intermediate,Course
410,Prediction Models with Sports Data," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Python Programming, Regression, Statistical Programming",4.5,Intermediate,Course
411,Fundamentals of Machine Learning in Finance," Finance, Human Learning, Machine Learning",3.8,Intermediate,Course
412,Statistical Inference," General Statistics, Probability & Statistics, Probability Distribution, R Programming, Statistical Analysis, Statistical Programming, Statistical Tests, Basic Descriptive Statistics, Estimation, Data Analysis",4.2,Mixed,Course
413,"Big Data, Artificial Intelligence, and Ethics"," Big Data, Machine Learning, Algorithms, Computational Thinking, Data Management, Human Learning, Machine Learning Algorithms, Natural Language Processing, Behavioral Economics, Exploratory Data Analysis",4.6,Beginner,Course
414,Communicating Data Insights with Tableau, Tableau Software,4.1,Beginner,Course
415,Managing Big Data with MySQL," Big Data, Business Analysis, Data Management, Data Structures, Databases, SQL, Critical Thinking, Data Analysis, Data Analysis Software, Database Theory, Extract, Transform, Load",4.7,Mixed,Course
416,Implementing Supply Chain Analytics,Not Available,Not Available,Beginner,Course
417,Web Scraping with Python, Python Programming,Not Available,Intermediate,Guided
418,Introduction to Statistical Analysis:  Hypothesis Testing," Data Analysis, General Statistics, Probability & Statistics, Regression, SAS (Software), Statistical Analysis, Statistical Programming, Statistical Tests, Statistical Visualization, Basic Descriptive Statistics",4.6,Intermediate,Course
419,AI Workflow: AI in Production," Data Analysis, Exploratory Data Analysis, Machine Learning, Data Science, Docker (Software), Python Programming",4.4,Advanced,Course
420,"Virtualization, Docker, and Kubernetes for Data Engineering"," Cloud-Based Integration, Docker (Software), Kubernetes",3.4,Advanced,Course
421,Introduction to Machine Learning: Supervised Learning," Machine Learning, Statistical Machine Learning, Machine Learning Algorithms, Python Programming, Probability & Statistics, Statistical Programming, Regression, Data Analysis, Applied Machine Learning, Statistical Analysis",3.4,Intermediate,Course
422,Text Marketing Analytics," Machine Learning, Network Analysis, Python Programming",3.3,Beginner,Specialization
423,Diabetic Retinopathy Detection with Artificial Intelligence," Artificial Neural Networks, Deep Learning, Machine Learning, Computer Vision, Python Programming",4.4,Intermediate,Guided
424,Developing AI Policy, Data Science,Not Available,Beginner,Course
425,Introduction to Data Analytics for Business," Business Analysis, Data Analysis, Data Management, Data Model, Databases, Business Intelligence, Data Structures, Database Application, Extract, Transform, Load, SQL",4.7,Beginner,Course
426,Introduction to Big Data," Big Data, Data Analysis, Data Management, Data Model, Exploratory Data Analysis, Cloud Computing, Data Structures, Databases, Distributed Computing Architecture, Extract, Transform, Load, Apache",4.6,Mixed,Course
427,Statistical Inference for Estimation in Data Science," General Statistics, Probability & Statistics, Probability Distribution, Estimation, Calculus, Statistical Tests",4.1,Intermediate,Course
428,Data Analysis and Presentation Skills: the PwC Approach Final Project," Data Analysis, Microsoft Excel",4.7,Beginner,Course
429,Introduction to Microsoft Azure Synapse Analytics," Big Data, Cloud Computing, Data Analysis, Data Architecture, Data Management, Data Warehousing, Microsoft Azure, Cloud-Based Integration, Extract, Transform, Load, Cloud Platforms",3.9,Intermediate,Course
430,Using Advanced Formulas and Functions in Excel,Not Available,3.3,Intermediate,Guided
431,Power BI for Beginners Introduction to DAX Language,Not Available,4.5,Beginner,Guided
432,Reinforcement Learning in Finance, Reinforcement Learning,3.5,Advanced,Course
433,Machine Learning: Classification," Machine Learning, Machine Learning Algorithms, Algorithms, Human Learning, Applied Machine Learning, Probability & Statistics, Statistical Machine Learning, Decision Making, Python Programming, Regression",4.7,Mixed,Course
434,Build a Machine Learning Web App with Streamlit and Python," Machine Learning, Python Programming, Data Science",4.7,Intermediate,Guided
435,Sentiment Analysis with Deep Learning using BERT," Deep Learning, Machine Learning, Natural Language Processing",4.5,Intermediate,Guided
436,MLOps Platforms: Amazon SageMaker and Azure ML," Machine Learning, Microsoft Azure, Python Programming",3.8,Advanced,Course
437,Introduction to Python Fundamentals," Computer Programming, Python Programming, Programming Principles, Computer Programming Tools, Computational Thinking, Problem Solving, Data Science",4.7,Beginner,Course
438,Practicing for the SAS Programming Certification Exam," Computer Programming, Data Analysis, Data Analysis Software, Exploratory Data Analysis, SAS (Software), Statistical Programming",4.8,Intermediate,Course
439,Leveraging Virtual Assistants for Personal Productivity,Not Available,4.4,Beginner,Course
440,AI Workflow: Feature Engineering and Bias Detection," Algorithms, Dimensionality Reduction, Feature Engineering, Machine Learning, Data Science, Python Programming",4.4,Advanced,Course
441,Data Analysis with Spreadsheets and SQL," Data Analysis, Data Visualization, SQL, Tableau Software",4.3,Beginner,Course
442,Reproducible Research," Communication, Computer Programming, Computer Programming Tools, Data Analysis, Exploratory Data Analysis, Knitr, Process Analysis, Programming Principles, R Programming, Statistical Analysis, Statistical Programming",4.6,Mixed,Course
443,Detecting COVID-19 with Chest X-Ray using PyTorch," Deep Learning, Machine Learning, Python Programming",4.5,Intermediate,Guided
444,Statistics with SAS," Data Analysis, General Statistics, Probability & Statistics, Regression, SAS (Software), Statistical Analysis, Statistical Programming, Statistical Tests, Statistical Visualization, Data Model",4.7,Intermediate,Course
445,Getting started with TensorFlow 2," Applied Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning, Python Programming, Tensorflow",4.9,Intermediate,Course
446,Fundamentals of Data Analytics in the Public Sector with R," Data Analysis, Exploratory Data Analysis, General Statistics, R Programming, Statistical Programming",4.7,Intermediate,Course
447,SARS-CoV-2 Protein Modeling and Drug Docking, Bioinformatics,4.7,Intermediate,Guided
448,Introduction to R Programming and Tidyverse," Computer Programming, Data Visualization, Programming Principles, R Programming, Statistical Programming, Computer Programming Tools, Data Structures, Data Analysis",4.3,Beginner,Course
449,Creating Dashboards and Storytelling with Tableau," Data Visualization Software, Tableau Software, Storytelling, Data Visualization",4.6,Beginner,Course
450,Feature Engineering," Apache, Feature Engineering, Tensorflow",4.5,Intermediate,Course
451,Preparing for the SAS Programming Certification Exam," SAS (Software), Computer Programming, Data Analysis, Statistical Programming, Data Analysis Software, Programming Principles, Data Structures, Statistical Analysis, Exploratory Data Analysis, Extract, Transform, Load",4.8,Intermediate,Course
452,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions"," Probability & Statistics, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Business Intelligence, Spreadsheet Software, Microsoft Excel, Probability Distribution, General Statistics",4.7,Mixed,Course
453,Data Science in Stratified Healthcare and Precision Medicine," Computer Programming, Data Analysis, Python Programming, Applied Machine Learning, Clinical Data Management, Machine Learning, Computer Programming Tools, Data Management, Data Structures, Databases, Natural Language Processing",4.6,Intermediate,Course
454,Causal Inference,Not Available,3.1,Advanced,Course
455,Building a Data Science Team," Human Resources, Talent Management, Organizational Development, People Management, Strategy and Operations, Leadership and Management, Communication, Data Management",4.5,Mixed,Course
456,Foundations of Local Large Language models,Not Available,Not Available,Beginner,Course
457,Machine Learning Operations (MLOps): Getting Started," Cloud Computing, Docker (Software), Google Cloud Platform, Machine Learning",4,Intermediate,Course
458,Predict Sales and Forecast Trends in Google Sheets," Forecasting, Sales, Business Intelligence, Feature Engineering",4.4,Beginner,Guided
459,Population Health: Responsible Data Analysis," Data Analysis, R Programming",4.5,Beginner,Course
460,Intro to AI Engineering, Computer Programming,4.3,Intermediate,Course
461,Generalized Linear Models and Nonparametric Regression," General Statistics, Probability & Statistics, Regression, Calculus, Linear Algebra",4.4,Intermediate,Course
462,The Pytorch basics you need to start your ML projects, Virtual Reality,3.6,Intermediate,Guided
463,Image Compression and Generation using Variational Autoencoders in Python, Machine Learning,4.7,Intermediate,Guided
464,Regression Models," Correlation And Dependence, General Statistics, Probability & Statistics, R Programming, Regression, Statistical Analysis, Statistical Programming, Data Analysis, Data Model, Problem Solving",4.4,Mixed,Course
465,Github CoPilot for Beginners: Write Software With AI," Machine Learning, Software Engineering, Web Development Tools",4.6,Intermediate,Guided
466,Getting Started with Data Visualization in R," Data Visualization, R Programming, Statistical Programming, Data Analysis, Data Visualization Software, Computer Programming, Data Structures, Exploratory Data Analysis, Extract, Transform, Load, Programming Principles",4.7,Beginner,Course
467,Emotion AI: Facial Key-points Detection," Artificial Neural Networks, Computer Vision, Deep Learning, Machine Learning, Python Programming",4.6,Intermediate,Guided
468,Using TensorFlow with Amazon Sagemaker," Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks",4.6,Advanced,Guided
469,Developing Data Models with LookML, Looker (Software),4.8,Intermediate,Course
470,Deep Learning for Real Estate Price Prediction," Deep Learning, Machine Learning, Python Programming",4.4,Beginner,Guided
471,Customer Service with Python:  Build a Chatbot using ChatGPT,Not Available,Not Available,Intermediate,Guided
472,Getting Started with Rstudio, R Programming,4.6,Beginner,Guided
473,Create Interactive Dashboards with Streamlit and Python," Data Visualization, Python Programming, Computer Programming, Data Science",4.7,Intermediate,Guided
474,Python for Beginners: Variables and Strings," Computer Programming, Data Analysis, Data Visualization, Python Programming",4.6,Beginner,Guided
475,Data Science for Business Innovation," Data Analysis, Machine Learning, Algorithms, Problem Solving, Machine Learning Algorithms, Probability & Statistics, Big Data, Decision Making, Human Learning, Statistical Machine Learning, Data Science",4.3,Beginner,Course
476,Data Visualization in Tableau: Create Dashboards and Stories," Data Visualization, Data Visualization Software, Interactive Data Visualization, Tableau Software",4.5,Intermediate,Guided
477,Data Visualization with ChatGPT: Python for Dashboarding," Data Analysis, Python Programming",Not Available,Intermediate,Guided
478,Data Cleaning in Excel: Techniques to Clean Messy Data," Data Analysis, Microsoft Excel",4.4,Intermediate,Guided
479,Climate Geospatial Analysis on Python with Xarray," Data Analysis, Python Programming",4.3,Intermediate,Guided
480,Linear Regression for Business Statistics," General Statistics, Probability & Statistics, Regression",4.8,Mixed,Course
481,Data Science Fundamentals for Data Analysts," Data Analysis, Data Science, Machine Learning",4.2,Intermediate,Course
482,Breast Cancer Prediction Using Machine Learning," Machine Learning, Regression, Data Mining, Python Programming",4.5,Intermediate,Guided
483,Doing Clinical Research: Biostatistics with the Wolfram Language,Not Available,4.7,Beginner,Course
484,Statistical Analysis Fundamentals using Excel," Basic Descriptive Statistics, Data Analysis, Data Visualization, General Statistics, Probability & Statistics, Python Programming, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Probability Distribution, Forecasting, Microsoft Excel",Not Available,Intermediate,Course
485,Machine Learning: Clustering & Retrieval," Algorithms, Human Learning, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Probability & Statistics, Data Analysis, Machine Learning Software, Statistical Machine Learning",4.7,Mixed,Course
486,MLOps Tools: MLflow and Hugging Face," Cloud Computing, Machine Learning Software",3.6,Advanced,Course
487,Data Scientist Career Guide and Interview Preparation, Professional Development,4.8,Beginner,Course
488,Programming for Data Science,Not Available,4,Beginner,Course
489,Use Tableau for Your Data Science Workflow," Data Visualization, Exploratory Data Analysis, Interactive Data Visualization, Data Analysis, Statistical Visualization, Communication, Data Visualization Software",3.8,Beginner,Specialization
490,The Role of the CEO in Navigating GenAI,Not Available,5,Beginner,Course
491,Mastering Data Analysis in Excel," Business Analysis, Data Analysis, Data Model, General Statistics, Probability & Statistics, Statistical Analysis, Mathematical Theory & Analysis, Mathematics, Spreadsheet Software, Statistical Tests, Regression, Microsoft Excel",4.2,Mixed,Course
492,Computational Social Science Methods," Big Data, Data Analysis, Computational Thinking, Human Learning, Machine Learning, Applied Machine Learning, Computer Programming, Data Model, Machine Learning Algorithms, Statistical Machine Learning",4.7,Beginner,Course
493,AI Workflow: Business Priorities and Data Ingestion," Business Process Management, Data Management, Data Structures, Statistical Programming, Strategy and Operations, Python Programming, Data Science, Machine Learning",4.3,Intermediate,Course
494,"Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors",Not Available,4.8,Mixed,Course
495,Big Data Integration and Processing," Big Data, Data Management, Databases, Data Analysis, SQL, Apache, Data Analysis Software, Data Model, Data Structures, Exploratory Data Analysis, PostgreSQL",4.4,Beginner,Course
496,Advanced SAS Programming Techniques, Statistical Programming,4.8,Intermediate,Course
497,Data Processing and Feature Engineering with MATLAB," Data Analysis, Exploratory Data Analysis, Matlab, Data Visualization, Probability & Statistics, Statistical Analysis, Correlation And Dependence, Feature Engineering, Plot (Graphics), Statistical Visualization",4.7,Intermediate,Course
498,MongoDB Aggregation Framework, Data Analysis,4.5,Intermediate,Course
499,Setting a Generative AI Strategy,Not Available,5,Beginner,Course
500,Getting Started with CyberGIS," Geovisualization, Python Programming",4.1,Beginner,Course
501,Statistical Learning,Not Available,Not Available,Intermediate,Course
502,Text Retrieval and Search Engines," Machine Learning, Natural Language Processing",4.5,Mixed,Course
503,Math behind Moneyball," Data Analysis, Mathematics, Microsoft Excel",4.5,Beginner,Course
504,Introduction to Deep Learning for Computer Vision," Computer Vision, Deep Learning, Matlab",Not Available,Intermediate,Course
505,Statistical Inference and Hypothesis Testing in Data Science Applications," General Statistics, Probability & Statistics, Statistical Tests",4.7,Intermediate,Course
506,Introduction to Relational Databases," Data Model, Database Theory, SQL",4.3,Beginner,Course
507,Natural Language Processing on Google Cloud," Machine Learning, Natural Language Processing, Tensorflow",4.4,Advanced,Course
508,"Data Science with NumPy, Sets, and Dictionaries"," Data Analysis, Python Programming",Not Available,Beginner,Course
509,Data Warehousing with Microsoft Azure Synapse Analytics," Data Management, Data Warehousing, SQL, Big Data, Databases, Extract, Transform, Load, Microsoft Azure, Warehouse Management, Cloud Computing, Cloud-Based Integration",4,Intermediate,Course
510,Data Visualization with Tableau Project," Data Analysis, Data Visualization, Tableau Software",4.6,Intermediate,Course
511,Building Production-Ready Apps with Large Language Models,Not Available,Not Available,Intermediate,Course
512,ASQ-Certified Six Sigma Yellow Belt Exam Prep Specialization,Not Available,Not Available,Beginner,Specialization
513,Intro to Time Series Analysis in R, Forecasting,4.4,Beginner,Guided
514,Practical Decision-Making Using No-code ML on AWS,Not Available,4.5,Beginner,Course
515,Machine Learning for Telecom Customers Churn Prediction," Algorithms, Machine Learning, Computer Programming, Python Programming",4.7,Beginner,Guided
516,Machine Learning Rapid Prototyping with IBM Watson Studio," Data Science, Machine Learning, Python Programming",4.2,Intermediate,Course
517,"Build AI Apps with ChatGPT, Dall-E, and GPT-4"," Javascript, Machine Learning, Web Development, Web Development Tools",4.3,Intermediate,Course
518,Use Generative AI as Your Thought Partner,Not Available,4.9,Beginner,Course
519,CertNexus Certified Data Science Practitioner," Data Analysis, Exploratory Data Analysis, Extract, Transform, Load, Data Visualization, Machine Learning, Communication, Data Mining, Data Model, Data Science, Regression",4.5,Intermediate,Professional
520,Linear Regression, R Programming,4.5,Intermediate,Course
521,Exploratory Data Analysis," Data Analysis, Data Visualization",Not Available,Intermediate,Course
522,"Data Ingestion, Exploration & Visualization in Qlik Sense",Not Available,Not Available,Intermediate,Course
523,XG-Boost 101: Used Cars Price Prediction," Machine Learning, Regression, Python Programming",4.7,Intermediate,Guided
524,Healthcare Information Design and Visualizations," Data Analysis, Data Visualization",Not Available,Beginner,Course
525,Interprofessional Healthcare Informatics," Data Management, Clinical Data Management, Data Visualization",4.5,Mixed,Course
526,Preparing for AI-900: Microsoft Azure AI Fundamentals exam," Human Learning, Machine Learning, Machine Learning Software, Microsoft Azure, Natural Language Processing, Computer Vision, Machine Learning Algorithms, Applied Machine Learning, Algorithms",4.7,Beginner,Course
527,Data Science at Scale," Python Programming, Big Data, SQL, Cloud Computing, Computer Programming, General Statistics, R Programming",4.2,Intermediate,Specialization
528,Machine Learning with PySpark: Customer Churn Analysis," Exploratory Data Analysis, Machine Learning",Not Available,Intermediate,Guided
529,ASQ-Certified Six Sigma Black Belt (CSSBB) Exam Prep,Not Available,Not Available,Intermediate,Specialization
530,Use Tableau for your Data Science Workflow," Data Science, Data Visualization",Not Available,Beginner,Course
531,Data Visualization with Power BI: Storytelling with Data," Data Analysis, Data Visualization, Power BI",4.4,Intermediate,Guided
532,"Reverse and complement nucleic acid sequences (DNA, RNA) using R"," R Programming, Computer Programming",4.4,Beginner,Guided
533,Exploratory Data Analysis with MATLAB," Data Analysis, Data Analysis Software, Data Visualization, Data Visualization Software, Exploratory Data Analysis, Interactive Data Visualization, Matlab, Statistical Visualization, Plot (Graphics), Software Visualization",4.8,Beginner,Course
534,Machine Learning in the Enterprise," Google Cloud Platform, Machine Learning, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Cloud Computing, Feature Engineering, Algorithms, Cloud Platforms, Machine Learning Software, Tensorflow",4.6,Intermediate,Course
535,Publishing Visualizations in R with Shiny and flexdashboard," Computer Programming, Data Visualization",4.9,Mixed,Course
536,Empowering and Transforming Your Organization with GenAI,Not Available,Not Available,Beginner,Course
537,Navigating Generative AI Risks for Leaders,Not Available,Not Available,Beginner,Course
538,Big Data Modeling and Management Systems," Big Data, Data Analysis, Data Management, Data Model, Data Structures, Databases, Database Design, Data Architecture, Data Warehousing, Leadership and Management, Process Analysis",4.4,Mixed,Course
539,Storytelling With Data," Critical Thinking, Storytelling",4.5,Beginner,Guided
540,AI Workflow: Data Analysis and Hypothesis Testing," Data Analysis, Data Visualization, Data Science, Machine Learning, Python Programming",4.2,Advanced,Course
541,Total Data Quality, Data Analysis,4.5,Beginner,Specialization
542,Machine Learning for Computer Vision," Computer Vision, Machine Learning",4.9,Intermediate,Course
543,Applied Data Science for Data Analysts," Machine Learning, Machine Learning Algorithms, Algorithms, Human Learning, Python Programming, Applied Machine Learning, Regression, Data Analysis, Feature Engineering, SQL, Data Science",4.5,Intermediate,Course
544,Global Statistics - Composite Indices for International Comparisons," Probability & Statistics, General Statistics",4.6,Intermediate,Course
545,Introduction to Machine Learning in Sports Analytics," Machine Learning Algorithms, Python Programming, Data Analysis",4.6,Intermediate,Course
546,Create Technical Stock Charts Using R and Quantmod,Not Available,4.5,Beginner,Guided
547,ML Pipelines on Google Cloud," Google Cloud Platform, Machine Learning, Applied Machine Learning, DevOps, Cloud Computing, Tensorflow, Cloud Platforms, Cloud-Based Integration, Continuous Integration, Training",3.4,Advanced,Course
548,Moneyball and Beyond," Data Analysis, Statistical Analysis, Python Programming, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Programming, Exploratory Data Analysis, Regression, Statistical Tests",4.6,Intermediate,Course
549,Mastering Data Analysis with Pandas," Computer Programming, Data Analysis, Python Programming",4.6,Beginner,Guided
550,Data Balancing with Gen AI: Credit Card Fraud Detection, Python Programming,Not Available,Intermediate,Guided
551,Multiple Linear Regression with scikit-learn," Machine Learning, Python Programming, Regression, Data Visualization",4.5,Beginner,Guided
552,Data Analysis with OpenAI API: Save time with GenAI, Python Programming,Not Available,Intermediate,Guided
553,Linear Regression with Python," Machine Learning, Python Programming, Regression, Data Science, Deep Learning",4.6,Intermediate,Guided
554,Visualization for Data Journalism," Data Visualization, Communication, Journalism, Plot (Graphics), Statistical Visualization, Data Analysis, Python Programming",4.5,Beginner,Course
555,Predict Future Product Prices Using Facebook Prophet," Forecasting, Machine Learning, Python Programming, Data Science",4.4,Intermediate,Guided
556,Diabetes Prediction With Pyspark MLLIB," Machine Learning, Python Programming, Data Science",4.6,Intermediate,Guided
557,Statistics For Data Science," General Statistics, Statistical Analysis, Basic Descriptive Statistics",4,Beginner,Guided
558,Interactive Machine Learning Dashboards using Plotly Dash," Machine Learning, Dimensionality Reduction",4.4,Intermediate,Guided
559,New Ways of Working in an AI World,Not Available,Not Available,Intermediate,Course
560,Principles of fMRI 2," Data Analysis, Probability & Statistics, Statistical Analysis, Correlation And Dependence, Experiment, General Statistics, Mathematical Theory & Analysis, Research and Design",4.7,Mixed,Course
561,SQL Window Functions for Analytics," SQL, PostgreSQL",4.7,Advanced,Guided
562,Snowflake for Data Science: Intro to Snowpark ML for Python," Data Science, Machine Learning, Python Programming",Not Available,Intermediate,Guided
563,Unsupervised Machine Learning for Customer Market Segmentation," Machine Learning, Python Programming",4.7,Beginner,Guided
564,Pandas Python Library for Beginners in Data Science," Computer Programming, Data Analysis, Data Science, Python Programming",4.4,Beginner,Guided
